ID ,TITLE,AMOUNT,AWARDS,DEADLINE,SPONSORS,Description,Eligibility Requirements,STUDY LEVEL,FIELD OF STUDY,COUNTRY,OFFICIAL LINK,ADDITIONAL NOTES
N/ASN/ACN/AHN/A0N/A0N/A1N/A3N/A,N/AUN/AlN/AtN/AaN/AtN/AeN/AlN/A N/ASN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A N/AGN/ArN/AaN/AnN/AtN/A,N/AN/A$N/A2N/A,N/A5N/A0N/A0N/AN/A,N/A1N/A,N/A2N/A0N/A2N/A5N/A/N/A0N/A6N/A/N/A0N/A1N/A,N/AUN/AlN/AtN/AaN/AtN/AeN/AlN/A,N/AN/AAN/AsN/A N/AaN/A N/AlN/AeN/AaN/AdN/AiN/AnN/AgN/A N/AuN/AnN/AiN/AfN/AiN/AeN/AdN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A N/ApN/ArN/AoN/AvN/AiN/AdN/AeN/ArN/A N/AfN/AoN/ArN/A N/AbN/AuN/AsN/AiN/AnN/AeN/AsN/AsN/AeN/AsN/A N/AoN/AfN/A N/AaN/AnN/AyN/A N/AsN/AiN/AzN/AeN/A,N/A N/AUN/AlN/AtN/AaN/AtN/AeN/AlN/A N/AiN/AsN/A N/AlN/AoN/AoN/AkN/AiN/AnN/AgN/A N/AfN/AoN/ArN/A N/AfN/ArN/AeN/AsN/AhN/A N/AiN/AdN/AeN/AaN/AsN/A N/AoN/AnN/A N/AbN/AuN/AsN/AiN/AnN/AeN/AsN/AsN/A N/AaN/AnN/AdN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A N/AfN/ArN/AoN/AmN/A N/AfN/AoN/ArN/AwN/AaN/ArN/AdN/A-N/AtN/AhN/AiN/AnN/AkN/AiN/AnN/AgN/A N/AiN/AnN/AdN/AiN/AvN/AiN/AdN/AuN/AaN/AlN/AsN/A.N/A N/ATN/AhN/AeN/A N/AsN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A N/AiN/AsN/A N/AdN/AeN/AsN/AiN/AgN/AnN/AeN/AdN/A N/AtN/AoN/A N/AhN/AeN/AlN/ApN/A N/AfN/AuN/ArN/AtN/AhN/AeN/ArN/A N/AeN/AdN/AuN/AcN/AaN/AtN/AiN/AoN/AnN/A N/AoN/ArN/A N/AcN/AaN/ArN/AeN/AeN/ArN/A N/AaN/AsN/ApN/AiN/ArN/AaN/AtN/AiN/AoN/AnN/AsN/A N/AfN/AoN/ArN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AwN/AiN/AtN/AhN/A N/AaN/A N/ApN/AaN/AsN/AsN/AiN/AoN/AnN/A N/AfN/AoN/ArN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/A N/AtN/AeN/AcN/AhN/AnN/AoN/AlN/AoN/AgN/AiN/AeN/AsN/A.N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/ATN/AhN/AeN/A N/AsN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A N/AaN/AwN/AaN/ArN/AdN/A N/AiN/AsN/A N/AaN/A N/AoN/AnN/AeN/A-N/AtN/AiN/AmN/AeN/A N/A$N/A2N/A,N/A5N/A0N/A0N/A N/AgN/ArN/AaN/AnN/AtN/A N/AtN/AoN/A N/AhN/AeN/AlN/ApN/A N/AcN/AoN/AvN/AeN/ArN/A N/AuN/AnN/AdN/AeN/ArN/AgN/ArN/AaN/AdN/AuN/AaN/AtN/AeN/A N/AtN/AuN/AiN/AtN/AiN/AoN/AnN/A N/AaN/AnN/AdN/A N/AfN/AeN/AeN/AsN/A.N/A N/AUN/AlN/AtN/AaN/AtN/AeN/AlN/A N/AwN/AiN/AlN/AlN/A N/AmN/AaN/AiN/AlN/A N/AaN/A N/AcN/AhN/AeN/AcN/AkN/A N/AdN/AiN/ArN/AeN/AcN/AtN/AlN/AyN/A N/AtN/AoN/A N/AyN/AoN/AuN/ArN/A N/AcN/AoN/AlN/AlN/AeN/AgN/AeN/A N/AoN/ArN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AyN/A N/AoN/AnN/A N/AyN/AoN/AuN/ArN/A N/AbN/AeN/AhN/AaN/AlN/AfN/A.N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/AAN/ApN/ApN/AlN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/A N/ARN/AeN/AqN/AuN/AiN/ArN/AeN/AmN/AeN/AnN/AtN/AsN/A:N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ACN/AoN/AvN/AeN/ArN/A N/AlN/AeN/AtN/AtN/AeN/ArN/A N/AiN/AnN/AtN/ArN/AoN/AdN/AuN/AcN/AiN/AnN/AgN/A N/AyN/AoN/AuN/ArN/AsN/AeN/AlN/AfN/A N/AaN/AnN/AdN/A N/AsN/AtN/AaN/AtN/AiN/AnN/AgN/A N/AyN/AoN/AuN/ArN/A N/ArN/AeN/AaN/AsN/AoN/AnN/A N/AfN/AoN/ArN/A N/AaN/ApN/ApN/AlN/AyN/AiN/AnN/AgN/A N/AaN/AnN/AdN/A N/AdN/AeN/AsN/AcN/ArN/AiN/AbN/AiN/AnN/AgN/A N/AyN/AoN/AuN/ArN/A N/AgN/AoN/AaN/AlN/AsN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/A5N/A0N/A0N/A-N/AwN/AoN/ArN/AdN/A N/AeN/AsN/AsN/AaN/AyN/A N/AeN/AxN/ApN/AlN/AaN/AiN/AnN/AiN/AnN/AgN/A N/AhN/AoN/AwN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/A N/AhN/AaN/AsN/A N/AcN/AhN/AaN/AnN/AgN/AeN/AdN/A N/AoN/AvN/AeN/ArN/A N/AtN/AhN/AeN/A N/AyN/AeN/AaN/ArN/AsN/A N/AiN/AnN/A N/ArN/AeN/AsN/ApN/AoN/AnN/AsN/AeN/A N/AtN/AoN/A N/AaN/AdN/AvN/AaN/AnN/AcN/AeN/AmN/AeN/AnN/AtN/AsN/A N/AiN/AnN/A N/AtN/AeN/AcN/AhN/AnN/AoN/AlN/AoN/AgN/AyN/A,N/A N/AwN/AhN/AyN/A N/AgN/AoN/AoN/AdN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/A N/AiN/AsN/A N/AeN/AsN/AsN/AeN/AnN/AtN/AiN/AaN/AlN/A N/AiN/AnN/A N/AeN/AvN/AeN/ArN/AyN/A N/AbN/AuN/AsN/AiN/AnN/AeN/AsN/AsN/A,N/A N/AaN/AnN/AdN/A N/AiN/AdN/AeN/AnN/AtN/AiN/AfN/AyN/AiN/AnN/AgN/A N/AaN/AtN/A N/AlN/AeN/AaN/AsN/AtN/A N/A3N/A N/ApN/ArN/AoN/AbN/AlN/AeN/AmN/AsN/A N/AiN/AnN/A N/AcN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/A N/AtN/AhN/AaN/AtN/A N/AtN/AeN/AcN/AhN/AnN/AoN/AlN/AoN/AgN/AyN/A N/AcN/AaN/AnN/A N/AsN/AoN/AlN/AvN/AeN/AN/A,N/AN/AQN/AuN/AaN/AlN/AiN/AfN/AiN/AeN/AdN/A N/AcN/AaN/AnN/AdN/AiN/AdN/AaN/AtN/AeN/AsN/A N/AmN/AuN/AsN/AtN/A:N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ABN/AeN/A N/ApN/ArN/AoN/AsN/ApN/AeN/AcN/AtN/AiN/AvN/AeN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AwN/AhN/AoN/A N/AqN/AuN/AaN/AlN/AiN/AfN/AyN/A N/AfN/AoN/ArN/A N/AaN/AdN/AmN/AiN/AsN/AsN/AiN/AoN/AnN/A N/AtN/AoN/A N/AaN/AnN/A N/AiN/AnN/AsN/AtN/AiN/AtN/AuN/AtN/AiN/AoN/AnN/A N/AiN/AnN/A N/AtN/AhN/AeN/A N/AyN/AeN/AaN/ArN/AsN/A N/A2N/A0N/A2N/A4N/A N/AoN/ArN/A N/A2N/A0N/A2N/A5N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ABN/AeN/A N/ApN/AuN/ArN/AsN/AuN/AiN/AnN/AgN/A N/AaN/A N/AdN/AeN/AgN/ArN/AeN/AeN/A N/AiN/AnN/A N/AoN/AnN/AeN/A N/AoN/AfN/A N/AtN/AhN/AeN/A N/AfN/AoN/AlN/AlN/AoN/AwN/AiN/AnN/AgN/A N/AfN/AiN/AeN/AlN/AdN/AsN/A:N/A N/AMN/AaN/AsN/AsN/A N/ACN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A,N/A N/ADN/AeN/AvN/AeN/AlN/AoN/ApN/AmN/AeN/AnN/AtN/A N/ACN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A,N/A N/AIN/AnN/AfN/AoN/ArN/AmN/AaN/AtN/AiN/AoN/AnN/A N/ASN/AyN/AsN/AtN/AeN/AmN/AsN/A,N/A N/ASN/AoN/AfN/AtN/AwN/AaN/ArN/AeN/A N/ADN/AeN/AvN/AeN/AlN/AoN/ApN/AmN/AeN/AnN/AtN/A,N/A N/AWN/AeN/AbN/A N/ADN/AeN/AvN/AeN/AlN/AoN/ApN/AmN/AeN/AnN/AtN/A,N/A N/ACN/AyN/AbN/AeN/ArN/A N/ASN/AeN/AcN/AuN/ArN/AiN/AtN/AyN/A,N/A N/ACN/AoN/AmN/ApN/AuN/AtN/AeN/ArN/A N/ASN/AcN/AiN/AeN/AnN/AcN/AeN/A,N/A N/AMN/AaN/AnN/AaN/AgN/AeN/AmN/AeN/AnN/AtN/A N/AaN/AnN/AdN/A N/ATN/AeN/AcN/AhN/AnN/AoN/AlN/AoN/AgN/AyN/A N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/AHN/AaN/AvN/AeN/A N/AaN/AnN/A N/AaN/AcN/AcN/AeN/ApN/AtN/AaN/AnN/AcN/AeN/A N/AlN/AeN/AtN/AtN/AeN/ArN/A N/AfN/ArN/AoN/AmN/A N/AtN/AhN/AeN/A N/AcN/AoN/AlN/AlN/AeN/AgN/AeN/A N/AoN/ArN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AyN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ASN/AuN/AbN/AmN/AiN/AtN/A N/AaN/A N/AcN/AoN/AvN/AeN/ArN/A N/AlN/AeN/AtN/AtN/AeN/ArN/A N/AaN/AnN/AdN/A N/A5N/A0N/A0N/A-N/AwN/AoN/ArN/AdN/A N/AeN/AsN/AsN/AaN/AyN/A N/AaN/AsN/A N/ApN/AaN/ArN/AtN/A N/AoN/AfN/A N/AtN/AhN/AeN/A N/AaN/ApN/ApN/AlN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AN/A,N/ABN/AaN/AcN/AhN/AeN/AlN/AoN/ArN/A'N/AsN/A,N/AN/AMN/AaN/AsN/AsN/A N/ACN/AoN/AmN/AmN/AuN/AnN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A,N/A N/AIN/AnN/AfN/AoN/ArN/AmN/AaN/AtN/AiN/AoN/AnN/A N/ASN/AyN/AsN/AtN/AeN/AmN/AsN/A,N/A N/ASN/AoN/AfN/AtN/AwN/AaN/ArN/AeN/A N/ADN/AeN/AvN/AeN/AlN/AoN/ApN/AmN/AeN/AnN/AtN/A,N/A N/AWN/AeN/AbN/A N/ADN/AeN/AvN/AeN/AlN/AoN/ApN/AmN/AeN/AnN/AtN/A,N/A N/ACN/AyN/AbN/AeN/ArN/A N/ASN/AeN/AcN/AuN/ArN/AiN/AtN/AyN/A,N/A N/ACN/AoN/AmN/ApN/AuN/AtN/AeN/ArN/A N/ASN/AcN/AiN/AeN/AnN/AcN/AeN/A,N/A N/AMN/AaN/AnN/AaN/AgN/AeN/AmN/AeN/AnN/AtN/A N/AaN/AnN/AdN/A N/ATN/AeN/AcN/AhN/AnN/AoN/AlN/AoN/AgN/AyN/AN/A,N/AUN/ASN/AAN/A,N/AhN/AtN/AtN/ApN/AsN/A:N/A/N/A/N/AwN/AwN/AwN/A.N/AuN/AlN/AtN/AaN/AtN/AeN/AlN/A.N/AcN/AoN/AmN/A/N/AuN/AlN/AtN/AaN/AtN/AeN/AlN/A-N/AsN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A-N/AgN/ArN/AaN/AnN/AtN/A/N/A,N/AN/AWN/AiN/AnN/AnN/AeN/ArN/A N/AaN/AnN/AnN/AoN/AuN/AnN/AcN/AeN/AdN/A N/AAN/AuN/AgN/AuN/AsN/AtN/A N/A1N/A,N/A N/A2N/A0N/A2N/A5N/A.N/A N/APN/ArN/AeN/AvN/AiN/AoN/AuN/AsN/A N/AwN/AiN/AnN/AnN/AeN/ArN/A:N/A N/AKN/ArN/AiN/AsN/AtN/AiN/AnN/AeN/A N/ADN/AzN/AiN/AeN/AdN/AzN/AiN/AuN/AlN/AaN/A N/AfN/ArN/AoN/AmN/A N/AON/AuN/ArN/A N/ALN/AaN/AdN/AyN/A N/AoN/AfN/A N/AMN/AeN/ArN/AcN/AyN/A N/AAN/AcN/AaN/AdN/AeN/AmN/AyN/A N/AiN/AnN/A N/ASN/AyN/AoN/AsN/AsN/AeN/AtN/A,N/A N/ANN/AYN/A N/A(N/AcN/AhN/AoN/AsN/AeN/AnN/A N/AfN/ArN/AoN/AmN/A N/A2N/A0N/A0N/A+N/A N/AaN/ApN/ApN/AlN/AiN/AcN/AaN/AnN/AtN/AsN/A)N/A.N/A N/AAN/ApN/ApN/AlN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A N/AcN/AuN/ArN/ArN/AeN/AnN/AtN/AlN/AyN/A N/AoN/ApN/AeN/AnN/A N/AfN/AoN/ArN/A N/A2N/A0N/A2N/A5N/A.N/AN/A N/A,N/A,N/A,N/A,N/A
N/ASN/ACN/AHN/A0N/A0N/A1N/A4N/A,N/ASN/AkN/AoN/AoN/AlN/AvN/AiN/AlN/AlN/AeN/A'N/AsN/A N/ASN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A N/AfN/AoN/ArN/A N/AEN/AxN/AeN/AmN/ApN/AlN/AaN/ArN/AyN/A N/AIN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/ASN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A,N/AN/A$N/A1N/A,N/A0N/A0N/A0N/AN/A,N/A1N/A,N/A2N/A0N/A2N/A5N/A/N/A1N/A2N/A/N/A0N/A1N/A,N/ASN/AkN/AoN/AoN/AlN/AvN/AiN/AlN/AlN/AeN/A N/AIN/AnN/AcN/A,N/AN/ASN/AkN/AoN/AoN/AlN/AvN/AiN/AlN/AlN/AeN/A N/AiN/AsN/A N/AaN/AnN/A N/AoN/AnN/AlN/AiN/AnN/AeN/A N/AsN/AtN/AuN/AdN/AyN/A N/AaN/AbN/ArN/AoN/AaN/AdN/A N/AcN/AoN/AnN/AsN/AuN/AlN/AtN/AaN/AnN/AcN/AyN/A N/ApN/ArN/AoN/AvN/AiN/AdN/AiN/AnN/AgN/A N/AfN/ArN/AeN/AeN/A N/AcN/AoN/AuN/AnN/AsN/AeN/AlN/AiN/AnN/AgN/A N/AsN/AeN/ArN/AvN/AiN/AcN/AeN/AsN/A N/AtN/AoN/A N/AiN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AiN/AnN/AtN/AeN/ArN/AeN/AsN/AtN/AeN/AdN/A N/AiN/AnN/A N/AaN/ApN/ApN/AlN/AyN/AiN/AnN/AgN/A N/AtN/AoN/A N/AUN/ASN/AAN/A,N/A N/ACN/AaN/AnN/AaN/AdN/AaN/A,N/A N/AaN/AnN/AdN/A N/AAN/AuN/AsN/AtN/ArN/AaN/AlN/AiN/AaN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AiN/AeN/AsN/A.N/A N/ASN/AkN/AoN/AoN/AlN/AvN/AiN/AlN/AlN/AeN/A.N/AcN/AoN/AmN/A N/ApN/ArN/AoN/AvN/AiN/AdN/AeN/AsN/A N/AfN/AuN/AlN/AlN/A N/AsN/AuN/ApN/ApN/AoN/ArN/AtN/A N/AaN/AnN/AdN/A N/AaN/AsN/AsN/AiN/AsN/AtN/AaN/AnN/AcN/AeN/A N/AtN/AoN/A N/AiN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AiN/AnN/AcN/AlN/AuN/AdN/AiN/AnN/AgN/A N/ApN/ArN/AoN/AfN/AiN/AlN/AeN/A N/AeN/AvN/AaN/AlN/AuN/AaN/AtN/AiN/AoN/AnN/A,N/A N/AsN/AeN/AlN/AeN/AcN/AtN/AiN/AnN/AgN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AiN/AeN/AsN/A,N/A N/ApN/ArN/AeN/ApN/AaN/ArN/AiN/AnN/AgN/A N/ASN/AON/APN/A N/AaN/AnN/AdN/A N/ALN/AON/ARN/AsN/A,N/A N/AsN/AuN/AbN/AmN/AiN/AtN/AtN/AiN/AnN/AgN/A N/AaN/ApN/ApN/AlN/AiN/AcN/AaN/AtN/AiN/AoN/AnN/AsN/A,N/A N/AvN/AiN/AsN/AaN/A N/ApN/ArN/AeN/ApN/AaN/ArN/AaN/AtN/AiN/AoN/AnN/A,N/A N/AaN/AnN/AdN/A N/ApN/ArN/AeN/A-N/AdN/AeN/ApN/AaN/ArN/AtN/AuN/ArN/AeN/A N/AfN/AoN/ArN/AmN/AaN/AlN/AiN/AtN/AiN/AeN/AsN/A.N/A N/AAN/AlN/AlN/A N/AsN/AeN/ArN/AvN/AiN/AcN/AeN/AsN/A N/AoN/AfN/AfN/AeN/ArN/AeN/AdN/A N/AbN/AyN/A N/AuN/AsN/A N/AaN/ArN/AeN/A N/A1N/A0N/A0N/A%N/A N/AfN/ArN/AeN/AeN/A.N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/ASN/AkN/AoN/AoN/AlN/AvN/AiN/AlN/AlN/AeN/A.N/AcN/AoN/AmN/A N/AiN/AsN/A N/AdN/AiN/ArN/AeN/AcN/AtN/AlN/AyN/A N/ApN/AaN/ArN/AtN/AnN/AeN/ArN/AeN/AdN/A N/AwN/AiN/AtN/AhN/A N/AsN/AeN/AvN/AeN/ArN/AaN/AlN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AiN/AeN/AsN/A N/AaN/AcN/ArN/AoN/AsN/AsN/A N/AUN/ASN/AAN/A,N/A N/ACN/AaN/AnN/AaN/AdN/AaN/A,N/A N/AaN/AnN/AdN/A N/AAN/AuN/AsN/AtN/ArN/AaN/AlN/AiN/AaN/A N/AaN/AnN/AdN/A N/AiN/AsN/A N/ArN/AaN/AtN/AeN/AdN/A N/A5N/A N/AsN/AtN/AaN/ArN/AsN/A N/AiN/AnN/A N/AGN/AoN/AoN/AgN/AlN/AeN/A N/AbN/AyN/A N/AoN/AuN/ArN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A.N/A N/ADN/AuN/AeN/A N/AtN/AoN/A N/AoN/AuN/ArN/A N/AcN/AoN/AnN/AtN/AiN/AnN/AuN/AiN/AnN/AgN/A N/AcN/AoN/AmN/AmN/AiN/AtN/AmN/AeN/AnN/AtN/A N/AtN/AoN/A N/AaN/AsN/AsN/AiN/AsN/AtN/AiN/AnN/AgN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A,N/A N/AwN/AeN/A N/AaN/ArN/AeN/A N/AsN/AuN/ApN/ApN/AlN/AeN/AmN/AeN/AnN/AtN/AiN/AnN/AgN/A N/AoN/AuN/ArN/A N/AeN/AfN/AfN/AoN/ArN/AtN/AsN/A N/AwN/AiN/AtN/AhN/A N/AaN/A N/AsN/AcN/AhN/AoN/AlN/AaN/ArN/AsN/AhN/AiN/ApN/A N/AaN/AwN/AaN/ArN/AdN/A N/AfN/AoN/ArN/A N/AiN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/AuN/AnN/AdN/AeN/ArN/AgN/ArN/AaN/AdN/AuN/AaN/AtN/AeN/A N/AaN/AnN/AdN/A N/AgN/ArN/AaN/AdN/AuN/AaN/AtN/AeN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AtN/AhN/AaN/AtN/A N/AaN/ArN/AeN/A N/AsN/AtN/AuN/AdN/AyN/AiN/AnN/AgN/A N/AaN/AtN/A N/AaN/AnN/A N/AaN/AcN/AcN/ArN/AeN/AdN/AiN/AtN/AeN/AdN/A N/AUN/ASN/A N/AcN/AoN/AlN/AlN/AeN/AgN/AeN/A N/AoN/ArN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AyN/A.N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/AEN/AsN/AsN/AaN/AyN/A N/ARN/AeN/AqN/AuN/AiN/ArN/AeN/AmN/AeN/AnN/AtN/A:N/A N/AWN/ArN/AiN/AtN/AeN/A N/AaN/AnN/A N/A8N/A0N/A0N/A-N/A1N/A0N/A0N/A0N/A N/AwN/AoN/ArN/AdN/A N/AeN/AsN/AsN/AaN/AyN/A N/AoN/AnN/A N/AN/AN/ATN/ArN/AeN/AnN/AdN/AsN/A N/AiN/AnN/A N/AIN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/A N/AmN/AiN/AgN/ArN/AaN/AtN/AiN/AoN/AnN/AN/AN/A N/AdN/AeN/AmN/AoN/AnN/AsN/AtN/ArN/AaN/AtN/AiN/AnN/AgN/A N/ArN/AeN/AsN/AeN/AaN/ArN/AcN/AhN/A N/AfN/ArN/AoN/AmN/A N/AtN/AhN/AeN/A N/ApN/AaN/AsN/AtN/A N/A5N/A N/AyN/AeN/AaN/ArN/AsN/A,N/A N/ApN/AeN/ArN/AsN/AoN/AnN/AaN/AlN/A N/AoN/ApN/AiN/AnN/AiN/AoN/AnN/A,N/A N/AaN/AnN/AdN/A N/AaN/A N/AcN/AoN/AnN/AcN/AlN/AuN/AsN/AiN/AoN/AnN/A N/AeN/AxN/ApN/AlN/AoN/ArN/AiN/AnN/AgN/A N/AtN/AhN/AeN/A N/AfN/AuN/AtN/AuN/ArN/AeN/A.N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/AGN/ArN/AaN/AdN/AiN/AnN/AgN/A N/ACN/ArN/AiN/AtN/AeN/ArN/AiN/AaN/A:N/A N/A6N/A0N/A%N/A N/AcN/AoN/AmN/ApN/ArN/AeN/AhN/AeN/AnN/AsN/AiN/AoN/AnN/A N/AoN/AfN/A N/AsN/AuN/AbN/AjN/AeN/AcN/AtN/A N/AmN/AaN/AtN/AtN/AeN/ArN/A,N/A N/A3N/A0N/A%N/A N/AaN/AbN/AiN/AlN/AiN/AtN/AyN/A N/AtN/AoN/A N/AbN/AaN/AlN/AaN/AnN/AcN/AeN/A N/AiN/AdN/AeN/AaN/AsN/A N/AwN/AiN/AtN/AhN/AiN/AnN/A N/AwN/AoN/ArN/AdN/A-N/AlN/AiN/AmN/AiN/AtN/A,N/A N/A1N/A0N/A%N/A N/AsN/ApN/AeN/AlN/AlN/AiN/AnN/AgN/A N/A&N/A N/AgN/ArN/AaN/AmN/AmN/AaN/ArN/A.N/AN/A,N/AN/AQN/AuN/AaN/AlN/AiN/AfN/AiN/AeN/AdN/A N/AcN/AaN/AnN/AdN/AiN/AdN/AaN/AtN/AeN/AsN/A N/AmN/AuN/AsN/AtN/A:N/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ABN/AeN/A N/AeN/AnN/ArN/AoN/AlN/AlN/AeN/AdN/A,N/A N/AoN/ArN/A N/AdN/AuN/AeN/A N/AtN/AoN/A N/AbN/AeN/A N/AeN/AnN/ArN/AoN/AlN/AlN/AeN/AdN/A,N/A N/AaN/AsN/A N/AaN/A N/AfN/AuN/AlN/AlN/A-N/AtN/AiN/AmN/AeN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/A N/AaN/AtN/A N/AaN/AnN/A N/AaN/AcN/AcN/ArN/AeN/AdN/AiN/AtN/AeN/AdN/A N/AUN/ASN/A N/AcN/AoN/AlN/AlN/AeN/AgN/AeN/A N/AoN/ArN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AyN/A N/AfN/AoN/ArN/A N/AtN/AhN/AeN/A N/AsN/AeN/AmN/AeN/AsN/AtN/AeN/ArN/A N/AaN/ApN/ApN/AlN/AyN/AiN/AnN/AgN/A N/AfN/AoN/ArN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ABN/AeN/A N/AaN/AnN/A N/AiN/AnN/AtN/AeN/ArN/AnN/AaN/AtN/AiN/AoN/AnN/AaN/AlN/A N/AuN/AnN/AdN/AeN/ArN/AgN/ArN/AaN/AdN/AuN/AaN/AtN/AeN/A N/AoN/ArN/A N/AgN/ArN/AaN/AdN/AuN/AaN/AtN/AeN/A N/AsN/AtN/AuN/AdN/AeN/AnN/AtN/A N/AaN/AtN/A N/AaN/A N/AcN/AoN/AlN/AlN/AeN/AgN/AeN/A N/AoN/ArN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AyN/A N/AiN/AnN/A N/AtN/AhN/AeN/A N/AUN/ASN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/AHN/AaN/AvN/AeN/A N/AaN/A N/AmN/AiN/AnN/AiN/AmN/AuN/AmN/A N/A3N/A.N/A4N/A N/AGN/APN/AAN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A-N/A N/ASN/AtN/AuN/AdN/AeN/AnN/AtN/AsN/A N/AaN/AtN/AtN/AeN/AnN/AdN/AiN/AnN/AgN/A N/AoN/AnN/AlN/AiN/AnN/AeN/A N/AuN/AnN/AiN/AvN/AeN/ArN/AsN/AiN/AtN/AiN/AeN/AsN/A N/AaN/ArN/AeN/A N/AwN/AeN/AlN/AcN/AoN/AmN/AeN/A N/AtN/AoN/A N/AaN/ApN/ApN/AlN/AyN/A N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
